	ERR3470491	ERR3470495	ERR3470496	ERR3470497	ERR3470499	ERR3470501	ERR3470502	ERR3470503	ERR3470492	ERR3470493	ERR3470494	ERR3470484	ERR3470486	ERR3470487	ERR3470488	ERR3470490	ERR3470504	ERR3470505	ERR3470506	ERR3470507	ERR3470508	ERR3470510	ERR3470511	ERR3470512	ERR3470514	ERR3470515	ERR3470516	ERR3470517	ERR3470519	ERR3470520	ERR3470521	ERR3470522	ERR3470523	ERR3470524	ERR3470526	ERR3470527	ERR3470528	ERR3470529	ERR3470530	ERR3470531	ERR3470532	ERR3470535	ERR3470536
ENSG00000279589	8	1	10	13	10	5	41	4	10	4	16	13	3	13	11	8	6	13	0	14	17	24	8	10	22	2	4	19	31	20	11	4	9	7	21	2	5	13	10	10	0	6	15
ENSG00000240427	0	1	0	1	1	0	1	0	0	1	0	2	0	0	1	0	0	0	0	6	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0
ENSG00000186063	343	87	186	331	548	151	709	229	235	91	379	330	63	325	258	233	149	302	421	1628	438	850	163	280	752	152	122	354	714	497	161	64	207	120	500	138	139	200	353	147	184	194	645
ENSG00000286591	3	0	1	10	3	1	0	4	0	0	1	4	0	0	3	1	2	4	2	5	1	1	0	0	7	4	2	1	1	4	1	2	2	1	6	0	0	2	3	0	0	2	0
ENSG00000270574	103	60	53	250	133	62	171	155	104	50	77	224	42	431	205	139	33	109	341	742	143	269	112	185	200	155	81	119	274	318	74	61	53	89	514	69	69	241	227	86	60	111	184
ENSG00000223829	6	1	0	3	7	2	0	3	1	0	0	3	0	0	2	0	0	4	1	6	1	0	1	1	6	0	0	0	0	7	2	0	1	0	6	0	0	2	2	1	0	3	0
ENSG00000284673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243720	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	3	2	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1
ENSG00000180376	618	370	388	526	783	346	1562	520	622	226	452	366	182	574	617	437	316	519	506	839	934	1118	437	746	1099	303	251	955	1541	747	299	128	461	294	544	170	468	354	452	189	454	402	942
ENSG00000255446	0	1	0	0	1	1	1	1	0	4	2	1	0	1	0	4	1	2	2	0	1	0	1	0	5	3	2	2	1	3	1	0	1	1	1	1	0	0	1	0	0	1	1
ENSG00000010319	14	4	0	9	2	6	5	7	7	3	3	6	1	10	4	8	5	11	11	9	9	8	3	6	16	6	1	8	21	7	6	1	4	6	1	2	4	8	7	3	0	6	1
ENSG00000254131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000159712	18	9	1	26	13	8	23	18	11	16	3	7	8	2	28	10	9	29	21	44	15	14	10	12	33	21	2	24	80	66	25	7	8	10	12	7	24	13	15	1	15	11	7
ENSG00000241484	1	1	0	5	2	5	1	0	1	0	0	2	0	0	0	3	0	6	0	2	0	0	0	0	6	1	2	4	3	0	0	2	3	0	2	0	0	1	1	1	1	1	0
ENSG00000074356	1169	338	440	1018	710	452	1784	729	663	330	690	650	188	992	1010	623	464	931	449	1664	957	1395	498	772	1193	387	414	922	1714	1148	478	235	445	429	989	359	311	787	1054	783	442	493	781
ENSG00000199311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000145861	5	2	0	5	0	0	0	0	3	0	1	0	0	0	0	0	2	4	4	4	0	2	1	1	9	0	2	0	0	3	0	0	2	0	1	0	1	1	1	2	0	1	0
ENSG00000007384	1	1	0	10	1	0	3	2	1	1	1	3	1	0	1	2	0	2	0	1	0	3	0	1	8	2	2	2	2	2	0	0	1	1	2	0	1	1	1	3	1	3	0
ENSG00000266963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261457	2	2	1	5	4	0	1	0	0	1	0	3	0	0	3	4	0	5	4	7	2	1	0	3	11	3	0	0	1	1	0	2	1	0	3	0	2	1	0	2	1	3	0
ENSG00000232314	0	2	0	1	0	0	0	1	0	0	0	0	0	0	1	0	2	3	1	3	0	0	0	0	1	0	1	0	0	1	0	0	0	0	4	0	0	2	1	0	0	0	0
ENSG00000231691	2	1	0	2	2	1	0	0	1	1	0	0	0	0	0	0	1	1	2	0	1	1	0	0	9	2	0	1	0	1	0	0	0	1	1	0	0	1	0	0	0	1	0
ENSG00000199444	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271499	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272167	3	1	0	3	2	1	0	0	0	0	0	1	0	0	1	2	2	3	0	2	0	0	0	3	2	2	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0
ENSG00000222268	0	0	0	0	2	0	2	1	0	0	0	0	1	0	2	0	0	0	0	0	3	1	1	0	0	1	1	4	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0
ENSG00000254089	3	1	0	2	4	2	0	4	0	2	0	1	0	0	0	4	0	5	4	4	4	0	0	0	5	6	2	0	0	4	3	0	2	1	3	1	3	1	3	2	0	2	0
ENSG00000252640	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222741	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000285734	9	5	0	7	6	1	1	1	4	1	4	1	1	0	1	4	5	5	6	5	4	0	1	0	16	4	1	0	0	5	2	0	2	2	8	3	0	0	2	0	0	3	0
ENSG00000253940	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	1	0	0	0
ENSG00000129559	185	52	63	100	74	53	204	68	89	26	58	63	38	105	91	106	57	136	58	118	129	133	66	84	153	49	37	99	153	142	41	14	26	47	99	18	50	40	68	39	80	80	113
ENSG00000186051	4	1	2	2	0	0	2	1	0	0	3	2	0	0	2	1	2	0	0	2	0	1	2	0	5	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	2	0	0
ENSG00000254893	251	62	92	116	164	61	206	61	78	30	98	71	33	119	156	54	83	155	71	168	182	193	103	187	299	54	35	109	350	188	97	31	52	61	69	35	54	86	72	50	150	99	229
ENSG00000199782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000175518	10	1	3	12	17	12	12	4	9	2	11	7	4	48	21	5	4	8	21	15	7	6	3	7	13	2	8	4	10	22	0	2	3	10	40	7	0	12	45	5	1	10	7
ENSG00000286111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234701	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	3	1	4	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	2	1	0	0	0	0
ENSG00000222522	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0	2	0	0	3	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000256683	443	193	197	481	328	188	682	221	301	111	261	216	122	711	420	258	185	235	378	618	426	598	288	605	724	209	191	421	1001	620	271	152	195	258	460	182	178	390	549	226	329	261	472
ENSG00000267575	285	88	116	279	232	115	647	157	203	127	252	202	60	161	279	217	83	238	107	375	292	593	187	273	447	54	79	297	692	294	178	61	131	155	329	78	182	236	203	141	167	129	404
ENSG00000229356	1	1	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	2	0	1	1	0	3	0	2	0	0	1	2	0	0	0	2	0	1	2	2	0	0	0	0
ENSG00000270994	2	1	0	1	3	1	0	2	0	0	0	0	0	0	1	0	2	1	2	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000233892	14	3	8	26	6	8	43	11	18	3	23	5	4	24	8	8	5	14	7	18	11	39	5	13	19	5	5	14	26	13	10	2	14	8	33	7	12	14	37	11	0	6	8
ENSG00000041353	517	169	763	514	932	462	559	148	383	172	558	598	214	428	451	363	229	722	647	797	875	868	100	655	767	280	252	250	2984	1281	298	269	373	595	353	355	129	561	861	484	422	487	996
ENSG00000233782	1	1	0	7	0	1	1	0	1	0	0	0	0	0	0	0	3	4	1	4	1	0	1	0	1	1	2	0	1	1	0	0	1	0	0	0	1	0	0	0	0	3	0
ENSG00000081985	380	34	52	109	74	126	120	81	241	36	80	52	23	71	361	43	74	553	81	128	212	68	24	97	262	22	62	363	323	374	33	19	70	20	92	26	39	23	296	69	18	91	57
ENSG00000224278	1	1	0	2	1	1	0	0	1	0	0	2	0	0	0	0	0	2	6	8	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0
ENSG00000232433	1	0	1	3	6	4	1	1	3	3	0	0	0	0	0	2	3	3	2	4	2	2	0	1	5	4	1	1	2	1	0	0	0	0	1	0	0	1	3	3	0	0	1
ENSG00000148229	1000	225	209	363	233	137	851	177	374	201	326	230	69	252	783	426	177	939	215	312	770	484	344	340	707	97	150	693	1003	604	311	63	214	117	240	116	278	158	250	119	279	330	413
ENSG00000129152	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0
ENSG00000271992	2	0	0	0	1	1	1	0	0	1	0	0	0	0	0	1	1	1	0	3	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
ENSG00000235050	8	4	0	14	8	4	1	6	1	4	1	8	0	0	2	8	2	22	16	22	3	2	4	1	21	10	8	0	1	20	2	0	3	4	7	4	1	7	9	5	2	9	0
ENSG00000185264	3	0	0	0	2	2	1	0	2	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	6	3	1	0	0	3	1	0	0	0	2	0	0	2	1	0	0	1	0
ENSG00000197213	4	1	0	11	3	5	0	0	1	0	0	1	0	0	0	1	2	2	2	2	2	0	0	0	8	2	0	0	0	2	1	0	1	1	2	0	1	0	0	0	1	2	0
ENSG00000143545	28	9	2	3	18	8	17	3	4	2	6	5	1	3	5	6	14	15	0	12	8	18	12	2	20	4	3	10	11	15	0	2	1	7	3	3	1	1	6	1	7	3	16
ENSG00000092470	972	197	202	280	216	190	608	136	321	211	321	111	46	166	767	268	169	924	161	203	968	327	265	217	518	100	140	800	734	543	245	82	291	64	200	104	253	78	331	119	140	265	194
ENSG00000264644	1	0	0	3	1	0	0	0	0	0	3	0	0	2	0	0	0	0	0	1	0	0	1	0	1	1	1	0	0	3	1	0	0	0	1	0	0	2	1	0	0	0	0
ENSG00000180662	2	0	0	2	2	0	2	2	0	0	0	1	0	0	3	0	0	2	0	0	1	1	0	1	1	3	1	2	0	4	0	0	0	1	2	0	0	3	1	0	0	1	0
ENSG00000119688	208	60	84	151	97	59	338	77	80	45	112	75	37	192	172	130	67	218	67	196	215	239	91	133	295	34	60	187	367	232	71	26	101	53	163	48	81	95	150	103	80	92	163
ENSG00000155622	5	0	1	1	3	0	0	0	0	2	0	1	0	0	0	1	0	1	2	3	0	1	0	0	4	1	2	1	0	2	1	0	0	0	1	1	0	2	1	0	0	3	0
ENSG00000149328	15	4	1	10	2	5	8	7	7	2	3	0	0	1	2	8	4	15	3	5	3	12	1	1	25	4	4	16	4	16	3	0	5	4	5	0	1	2	5	4	0	7	5
ENSG00000204291	19	5	0	26	20	7	3	7	5	4	2	4	1	0	4	6	8	17	5	17	5	1	2	0	30	7	2	6	4	12	3	0	2	2	9	4	2	3	2	5	1	7	1
ENSG00000236601	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000170989	1451	325	325	533	703	511	1193	548	727	258	525	379	212	691	1078	533	574	1079	693	1998	940	1388	498	822	1043	298	339	1586	2539	1737	448	198	459	294	775	255	727	286	725	247	391	645	857
ENSG00000108381	11	5	0	16	8	3	0	9	2	4	0	4	1	0	3	10	3	15	11	15	2	0	2	1	18	17	1	1	3	6	3	3	2	1	14	3	2	2	14	6	0	7	0
ENSG00000250637	0	4	0	8	3	1	0	0	0	0	1	0	0	0	0	3	0	2	1	4	0	0	0	1	1	1	0	0	0	1	0	1	2	0	3	0	0	1	2	0	0	2	0
ENSG00000182118	107	44	33	37	49	34	94	21	45	21	53	76	18	46	100	32	27	111	93	71	63	99	47	65	33	32	30	47	91	103	40	11	9	29	48	23	21	16	57	19	25	44	43
ENSG00000162739	1166	145	363	705	554	296	1216	347	936	232	754	422	132	501	1336	442	241	1913	416	478	1245	1215	339	549	954	114	365	1375	2146	1800	401	152	453	200	880	193	418	372	694	367	249	626	561
ENSG00000251334	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0
ENSG00000239930	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000139168	550	146	160	238	231	131	653	134	287	162	271	138	84	345	454	206	99	408	201	237	521	413	189	267	580	99	114	484	708	419	224	63	158	104	262	72	181	151	328	92	179	195	318
ENSG00000255345	2	1	0	9	4	0	0	3	3	0	1	2	1	0	0	3	2	1	1	4	1	1	2	0	16	0	3	2	0	2	2	0	2	1	3	0	0	1	0	1	0	0	1
ENSG00000212864	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254508	0	0	0	2	1	0	0	1	0	1	0	3	0	0	0	1	1	0	0	2	0	0	1	4	0	0	1	0	0	1	0	0	1	0	4	0	0	0	0	0	0	1	0
ENSG00000234732	4	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284731	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000198939	12	5	6	15	20	8	19	5	8	3	8	5	3	8	18	5	7	14	14	22	22	23	5	12	19	5	10	7	30	26	7	5	4	7	13	3	7	5	8	5	4	14	8
ENSG00000124164	504	220	256	527	593	267	1125	458	461	168	438	438	159	738	566	260	212	468	344	1132	600	859	288	520	719	222	225	486	964	633	261	128	307	222	611	191	235	386	662	324	244	280	605
ENSG00000280417	3	0	0	1	2	1	1	1	3	1	3	1	0	2	1	1	0	1	0	4	1	3	5	1	5	1	0	1	4	5	0	0	1	0	2	1	1	1	0	0	0	0	2
ENSG00000228392	2	0	0	1	3	1	0	0	3	0	0	2	0	0	3	6	4	2	6	8	1	0	1	0	12	10	2	1	0	6	1	1	1	2	1	1	0	0	4	1	0	1	0
ENSG00000254879	1	0	0	4	3	0	2	1	1	0	0	1	0	4	1	1	0	1	0	1	2	0	0	2	2	2	0	0	0	1	0	1	0	1	3	0	1	0	1	2	0	4	1
ENSG00000280129	10	3	7	12	10	3	22	1	10	0	17	7	2	14	12	8	0	10	7	15	10	24	2	9	9	8	6	14	18	15	2	0	8	6	23	0	2	12	21	10	7	1	11
ENSG00000229335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212961	2	1	0	2	0	0	0	2	0	0	1	0	0	0	0	1	2	0	0	4	0	0	1	0	5	1	0	0	0	0	0	0	0	1	2	0	1	1	0	1	0	0	0
ENSG00000136834	1	0	0	2	4	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	1	0	0	0	0	0	2	1	0	1	0
ENSG00000237614	3	0	0	1	0	0	0	0	0	1	0	0	2	0	0	3	1	3	1	1	0	0	1	0	6	1	0	0	0	3	0	0	0	1	0	2	1	0	2	1	0	4	0
ENSG00000187003	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	1	0	1	0	0	0	0	0	2	4	2	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000277901	1	0	0	3	2	0	3	0	0	0	0	1	0	0	0	0	2	2	0	1	0	1	0	0	2	0	0	1	2	3	1	0	0	0	2	0	0	0	0	0	0	1	0
ENSG00000260471	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	1	2	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
ENSG00000279848	2	0	0	3	4	0	0	1	0	0	0	5	0	0	0	4	1	2	1	2	1	1	0	0	7	4	0	0	0	3	2	0	0	0	3	1	0	0	1	0	0	1	0
ENSG00000278311	1733	706	673	1337	1402	653	2657	1067	1266	584	1091	828	427	1539	1682	944	755	1584	961	2233	1763	2037	994	1760	2143	770	607	1488	3097	2034	827	318	698	618	1403	494	745	1031	1155	930	877	861	1553
ENSG00000270106	4	6	3	22	9	7	15	6	5	2	4	12	4	26	5	3	3	4	11	18	1	7	1	13	3	7	4	6	3	6	4	1	2	8	17	2	3	11	34	6	0	5	5
ENSG00000233010	12	2	5	2	5	4	17	1	12	2	11	5	0	9	6	5	2	12	1	16	10	18	0	5	7	3	2	25	19	15	7	0	5	7	6	2	0	5	13	4	3	6	14
ENSG00000253339	2	1	0	8	5	1	0	1	2	0	1	3	0	0	0	3	1	0	3	5	1	0	0	1	8	3	0	0	0	1	1	0	0	0	4	0	0	0	3	1	0	4	0
ENSG00000166974	1018	261	453	550	540	302	1181	324	479	254	802	379	116	566	805	610	307	1102	399	658	1010	1227	350	509	1005	204	248	1012	2213	1340	428	180	424	268	774	309	445	442	885	390	470	495	696
ENSG00000140650	271	89	96	219	162	84	587	98	220	83	173	142	29	181	395	140	103	390	84	213	212	401	151	177	278	51	114	264	499	311	144	45	151	82	224	66	126	138	299	166	75	145	201
ENSG00000225942	0	0	0	1	0	0	1	1	1	0	0	1	0	0	0	0	0	1	1	3	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000130856	769	252	409	553	556	293	1411	420	468	219	608	450	145	525	812	451	282	739	355	1003	783	1185	396	584	1290	226	263	845	1603	1093	337	192	441	253	714	273	332	423	753	383	327	396	691
ENSG00000228252	25	7	0	20	24	10	34	6	11	2	11	11	2	6	29	9	6	12	13	29	17	7	8	5	46	15	3	17	23	18	6	1	24	2	25	5	10	8	9	3	2	16	11
ENSG00000199921	3	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	2	6	2	4	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	2	0	3	2	0	0	1	0
ENSG00000162704	10446	4663	6858	8358	7668	3909	9275	6123	4065	2384	4334	6643	2972	13123	5636	9479	7182	8444	7560	15164	7358	9403	6216	11395	12222	6127	4445	5831	13642	12750	6312	2421	2434	4176	7004	3446	2612	8070	6912	4644	8364	4961	10001
ENSG00000175305	436	87	122	152	111	80	187	53	174	76	120	111	31	82	297	142	73	522	101	101	539	126	117	91	190	50	75	375	181	189	115	20	116	32	66	56	84	38	131	37	20	126	80
ENSG00000096006	256	175	259	83	736	321	46	760	270	256	54	98	113	237	310	1000	534	1728	398	2061	162	51	344	396	124	1053	178	18	137	53	20	25	3	86	62	59	8	225	163	41	26	361	120
ENSG00000273391	7	1	4	6	2	1	7	1	6	0	1	3	1	1	5	2	4	4	0	7	5	7	3	1	9	0	2	6	6	4	6	0	1	1	4	1	3	4	1	0	2	3	2
ENSG00000196810	122	28	42	67	57	53	161	42	108	34	126	35	12	58	91	40	23	97	28	80	97	191	46	45	134	21	38	169	212	153	47	28	26	32	136	21	69	40	96	39	20	58	109
ENSG00000171396	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	5	0	0	0	2	0	0	0	0
ENSG00000204764	58	44	34	95	105	30	154	51	36	14	25	51	17	54	51	60	33	89	67	160	61	107	37	69	150	99	22	29	82	57	20	13	29	21	50	21	22	31	37	23	29	55	76
ENSG00000224167	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	1	3	3	0	0	2	2	0	0	3	1	1	0	0	2	1	0	0	0	0	0	0	1	0	0	0	1	0
ENSG00000136982	440	63	48	81	58	38	156	29	96	51	77	25	17	33	203	66	28	275	60	50	314	68	66	69	160	27	31	235	152	126	74	20	55	19	16	33	54	13	81	22	24	58	46
ENSG00000134588	7	0	0	8	12	1	1	1	3	1	2	6	0	0	1	3	3	7	1	12	0	0	1	3	10	10	7	0	0	5	0	1	0	1	3	1	0	2	4	2	0	11	0
ENSG00000107566	1241	876	668	1252	667	713	1495	658	503	377	413	823	324	10162	1359	770	809	1602	4166	2897	894	839	708	1257	818	532	1026	411	1295	2788	207	292	121	564	3402	417	139	1214	6602	961	406	809	607
ENSG00000145919	234	58	59	116	121	73	302	88	106	52	115	85	36	124	178	76	60	160	58	143	183	303	103	112	252	29	59	166	383	263	92	25	64	54	122	40	106	85	97	47	63	96	166
ENSG00000184792	79	23	93	213	1811	34	412	280	97	54	184	49	94	236	24	699	131	33	85	2487	398	719	42	484	1039	379	60	32	320	309	55	36	48	78	249	74	35	315	44	68	494	142	386
ENSG00000260880	4	0	0	1	5	0	0	1	0	0	1	3	0	0	2	1	5	7	6	6	1	0	0	5	14	1	0	0	0	0	2	0	1	3	3	0	1	1	1	0	0	1	0
ENSG00000248925	1	0	0	0	4	1	1	2	0	0	0	0	0	1	6	2	2	2	2	2	1	3	0	1	3	0	1	1	3	1	1	0	0	0	0	0	1	1	0	1	0	2	0
ENSG00000151746	186	42	66	220	140	72	444	113	183	68	191	163	29	132	231	85	68	226	101	149	240	377	92	100	266	60	57	201	578	236	103	42	130	59	271	60	143	108	131	75	60	143	185
ENSG00000163125	323	164	253	368	274	145	732	242	274	122	338	218	46	345	361	320	116	391	245	342	365	674	133	270	408	89	96	623	719	440	195	79	203	175	381	113	196	267	344	227	139	155	359
ENSG00000065613	3819	2247	2616	6315	4446	2511	6125	3669	2440	1346	2143	2942	1437	10548	4375	2458	2757	3378	6540	7766	3840	4462	2920	5826	5210	2497	2491	2352	7685	5800	2422	1415	1223	2728	5894	2053	1254	4505	5172	1903	4391	2869	4931
ENSG00000241599	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0
ENSG00000258417	2	0	0	1	0	1	0	0	0	2	1	1	0	0	0	2	1	1	0	0	0	0	0	1	2	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0
ENSG00000226782	4	0	0	6	1	1	1	0	1	1	0	1	0	0	2	0	1	1	2	4	0	0	1	0	2	2	0	0	0	1	0	2	0	0	0	1	0	0	1	0	2	2	0
ENSG00000284659	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000277694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244565	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	3	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0
ENSG00000228295	0	1	0	2	2	1	0	1	0	2	1	2	0	0	0	0	0	1	2	7	0	0	0	0	1	2	1	1	0	5	1	0	1	0	0	0	0	2	1	0	0	2	0
ENSG00000200287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0
ENSG00000230132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250550	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	3	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000237436	10	0	1	4	1	0	10	1	2	1	1	3	0	4	7	3	1	7	4	4	5	7	3	3	6	1	0	9	7	10	1	2	1	1	3	2	3	1	2	0	2	4	6
ENSG00000178665	26	12	14	21	22	8	32	21	16	8	26	19	3	11	14	16	10	16	12	24	31	43	7	29	33	7	6	33	56	43	15	4	12	17	20	4	17	11	23	12	13	18	12
ENSG00000207168	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000168646	14	2	4	10	13	8	25	9	4	1	18	9	5	7	18	16	5	7	8	29	31	43	1	16	20	3	4	17	46	18	7	8	18	6	21	5	13	6	10	7	4	11	21
ENSG00000141371	1	1	0	1	1	0	2	2	1	1	0	0	0	3	3	1	3	0	0	2	1	0	1	5	7	2	0	0	0	2	0	0	0	0	2	0	1	3	1	0	0	2	1
ENSG00000014914	144	71	131	151	134	60	523	41	40	22	127	97	71	114	90	77	83	53	55	305	109	497	205	231	476	82	54	214	257	204	176	36	78	97	116	52	35	171	83	119	382	68	326
ENSG00000265135	3	0	0	1	2	1	1	1	0	0	1	1	0	0	1	2	1	2	2	0	0	9	0	0	1	2	0	4	1	1	0	3	0	0	3	0	0	1	1	1	0	0	0
ENSG00000260035	11	9	1	1	4	4	7	8	13	5	2	9	0	6	5	0	3	11	1	2	6	1	6	2	9	3	2	13	7	14	1	1	2	11	0	0	5	4	5	2	3	9	8
ENSG00000225648	230	91	73	128	127	59	185	95	122	50	103	55	33	99	179	65	83	236	75	113	196	249	79	143	190	40	48	141	283	179	85	29	57	47	85	38	101	64	90	36	96	95	176
ENSG00000231416	23	2	16	9	9	8	11	21	10	8	13	9	2	11	12	13	5	16	4	3	16	19	5	14	11	2	1	9	39	15	6	1	8	5	16	3	9	6	8	3	4	13	9
ENSG00000229835	3	1	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	2	0	3	0	1	0	0	9	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0
ENSG00000113391	778	327	421	991	802	344	1413	655	718	337	700	735	277	1246	983	540	356	823	735	2033	896	1452	583	1112	1290	473	380	859	2007	1265	564	219	356	439	922	332	493	632	644	368	365	546	1415
ENSG00000288017	0	1	0	1	0	0	1	0	0	0	0	1	0	1	0	1	0	3	2	0	0	0	2	2	3	1	1	1	0	1	0	0	0	1	1	1	0	0	0	0	0	1	0
