	ERR3470491	ERR3470495	ERR3470496	ERR3470497	ERR3470499	ERR3470501	ERR3470502	ERR3470503	ERR3470492	ERR3470493	ERR3470494	ERR3470484	ERR3470486	ERR3470487	ERR3470488	ERR3470490	ERR3470504	ERR3470505	ERR3470506	ERR3470507	ERR3470508	ERR3470510	ERR3470511	ERR3470512	ERR3470514	ERR3470515	ERR3470516	ERR3470517	ERR3470519	ERR3470520	ERR3470521	ERR3470522	ERR3470523	ERR3470524	ERR3470526	ERR3470527	ERR3470528	ERR3470529	ERR3470530	ERR3470531	ERR3470532	ERR3470535	ERR3470536
PF3D7_1314600	100	1009	112	62	19	13	40	20	90	137	27	48	1	51	5	2	32	34	15	1	37	34	210	4	38	1	4	45	124	3	128	6	66	11	2	22	398	27	7	3	414	15	35
PF3D7_0621350	1	0	0	0	0	6	0	2	0	0	0	0	0	3	0	0	6	4	0	0	0	0	1	1	0	1	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PF3D7_0209400	2169	3894	547	574	255	138	319	468	725	889	159	182	60	921	102	1	419	304	446	142	140	427	1348	159	277	18	99	104	722	80	395	84	468	299	116	104	1300	374	144	47	2698	138	478
PF3D7_1142200	9	30	1	5	2	10	0	5	11	7	1	2	1	0	3	0	16	14	2	0	1	3	7	7	19	1	5	12	12	3	33	9	27	2	2	11	228	2	1	0	5	6	4
PF3D7_0507200	35	71	46	14	66	48	6	52	48	18	1	11	2	8	79	29	67	519	38	3	4	12	14	10	1	19	21	1	128	20	10	5	11	5	23	2	6	28	13	9	13	17	2
PF3D7_0806000	332	1248	102	108	36	28	62	35	100	185	24	78	4	75	26	8	74	39	23	4	172	67	81	2	186	10	2	217	468	7	288	76	332	29	6	113	1548	38	6	4	318	31	15
PF3D7_1006800	16069	31368	5795	4922	3151	4515	1551	8745	8249	10449	393	843	2698	10084	1318	2408	9042	13854	7742	515	1252	1788	16826	12739	1718	3470	4635	1731	3672	1414	1986	474	1810	3881	526	721	11530	5905	800	144	15195	3518	9713
PF3D7_0412000	19	19	5	4	12	19	7	13	10	16	7	44	0	0	30	6	39	82	16	5	27	21	11	0	34	9	7	11	120	14	67	10	7	0	4	26	134	8	10	3	0	31	0
PF3D7_0732200	9	9	5	3	0	1	0	4	3	2	3	8	0	3	2	0	6	8	5	0	37	5	1	0	1	0	0	0	0	1	1	0	0	0	0	1	1	1	1	0	0	3	4
PF3D7_0324800	20	39	22	1	5	6	0	3	2	3	1	23	0	1	0	0	1	1	10	2	0	2	1	3	1	1	14	1	2	3	4	0	0	0	3	0	0	8	3	0	3	5	0
PF3D7_1227500	55	75	46	19	17	18	8	38	41	42	8	14	1	2	66	10	89	153	27	4	5	15	19	4	5	14	10	1	96	25	11	3	14	2	20	3	28	20	33	3	5	35	1
PF3D7_0301800	18748	22990	11329	5475	6815	12157	1152	34664	17179	15411	606	1159	10055	13846	2400	8260	23043	35026	20724	1826	467	4517	23172	30838	642	13915	15000	52	440	7933	161	1257	8	11490	2415	1733	92	23597	3762	885	19337	13149	42855
PF3D7_0920900	1443	3022	427	534	201	255	268	590	704	759	140	196	89	1099	102	18	722	1180	458	65	138	340	1512	201	187	111	447	254	548	41	454	70	425	375	73	119	1820	650	216	42	2613	139	737
PF3D7_1443600	19	46	19	7	6	9	6	11	19	9	2	6	2	5	15	3	27	48	3	1	2	6	15	0	3	5	5	2	30	6	16	3	2	1	6	1	44	3	5	0	5	17	0
PF3D7_0415900	21368	65683	9154	7756	4453	3349	4030	7369	10266	19589	1820	3945	1526	12311	1449	591	7000	11360	7042	1078	3108	4836	21147	5775	5646	1596	3545	6778	15440	1208	5014	1221	10586	4545	1052	1829	34727	8187	1187	413	25054	2149	11526
PF3D7_0214100	8656	15030	22920	4349	3095	6915	1904	8116	9444	7164	838	2473	2806	7055	1260	3377	5407	22180	17060	1032	533	3441	6496	6740	847	3361	4568	760	3175	2097	1696	790	3261	4037	1941	1048	4409	7888	2374	775	5698	2869	8530
PF3D7_0726100	28489	42245	14546	8699	5360	9578	3144	18692	20974	23369	1401	2406	4571	22855	2823	1889	15455	18667	18362	1882	1074	6037	25409	11738	963	4178	7521	916	4903	3825	1587	451	1320	11791	2410	617	4300	14099	2640	990	16166	4128	17120
PF3D7_0717700	3906	15280	3667	1622	622	521	926	1290	1819	4060	336	535	156	2670	337	37	1254	1108	849	201	635	1174	4904	403	1660	86	325	1447	3720	154	1823	503	3567	889	160	736	13158	1157	269	114	6106	401	991
PF3D7_1342200	12	315	10	7	2	4	8	4	3	16	1	9	1	5	3	1	10	13	8	2	9	13	4	0	9	15	4	1	57	0	51	7	75	0	8	13	121	0	5	1	19	5	0
PF3D7_1400700	2	0	2	1	0	0	0	1	0	1	0	0	0	0	0	0	2	2	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
PF3D7_1322800	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1477400	10	3	3	0	14	11	4	8	3	8	0	2	0	0	12	0	10	5	3	1	10	49	23	0	37	3	1	73	59	4	138	249	3	0	4	374	2754	1	0	0	1	16	0
PF3D7_1106700	748	2479	380	332	102	47	139	90	331	702	55	130	20	421	56	4	202	229	73	22	220	170	877	59	297	13	57	151	515	29	483	71	412	60	39	82	1448	197	16	6	986	47	166
PF3D7_0621100	61	55	48	35	30	51	3	46	45	36	4	21	14	54	92	23	109	394	45	6	15	23	24	40	9	12	34	12	236	34	24	5	23	20	15	11	68	27	20	4	8	47	6
PF3D7_1040800	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
PF3D7_0909100	12	48	2	6	0	1	0	6	12	5	0	7	0	1	7	2	12	39	6	0	1	2	8	1	4	3	2	0	5	1	1	0	0	1	5	1	15	6	6	0	4	1	1
PF3D7_1342400	3656	4746	1389	1112	506	657	424	1168	1700	1720	183	271	450	2416	285	99	1422	2129	1360	133	290	577	2835	1195	500	296	863	273	1057	344	628	117	505	709	164	202	2153	1045	318	61	3551	415	1919
PF3D7_1028500	7034	12003	3526	1742	918	1976	718	2496	3292	4253	227	425	1118	4185	549	789	2387	3826	2786	197	570	871	5074	2805	744	1197	1686	740	1946	664	1002	211	1085	1361	302	374	5448	2004	161	84	5074	1266	3763
PF3D7_1419100	4788	6266	2780	1267	695	1396	480	1993	2511	2621	165	339	594	3451	307	52	1573	2087	1877	186	463	733	3494	1538	678	670	1338	558	1791	358	940	232	834	898	221	333	3822	1533	125	61	2897	665	1982
PF3D7_1448500	75	236	71	47	29	36	8	70	78	70	12	26	11	13	119	18	104	193	68	10	15	26	24	13	19	27	22	34	174	24	61	8	14	11	18	14	268	35	47	4	6	44	8
PF3D7_1125000	6	10	2	1	5	1	0	3	4	6	2	1	0	0	12	3	10	29	5	1	3	2	5	0	0	3	2	2	23	0	1	1	0	2	0	1	17	3	4	0	0	5	0
PF3D7_1468000	57	321	39	27	17	18	16	12	35	24	1	12	0	28	4	3	45	46	41	3	4	17	26	8	8	14	11	6	40	6	20	1	6	12	16	7	100	20	18	7	23	14	5
PF3D7_0500900	18	16	28	6	7	337	0	12	41	3	1	7	4	3	24	21	18	44	9	0	2	5	102	4	5	7	7	2	66	3	8	1	0	5	33	0	11	15	12	1	196	32	1
PF3D7_1207600	1519	5771	1379	734	214	157	264	248	886	1670	63	121	63	975	99	5	613	432	392	39	180	253	1957	132	212	33	159	225	666	61	293	34	252	318	63	72	1072	408	32	24	1639	109	539
PF3D7_0311400	64	63	71	20	9	33	12	28	33	19	2	22	0	1	12	3	64	124	24	11	6	5	16	2	4	16	21	0	9	6	5	3	5	2	27	0	0	21	39	2	3	18	2
PF3D7_0722200	106	47	73	18	63	73	3	48	153	30	1	8	4	77	146	84	145	889	50	3	8	8	18	23	7	9	16	0	345	13	6	3	6	7	8	2	14	11	22	1	6	70	2
PF3D7_API02500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_0515900	1	25	6	1	4	2	5	5	3	5	4	31	0	1	23	4	17	46	3	1	21	8	3	0	41	5	0	42	77	3	56	14	73	1	2	26	253	3	2	1	1	13	0
PF3D7_0319500	1155	3694	928	378	191	127	285	248	562	792	36	88	47	842	84	12	391	468	198	27	85	219	1132	168	204	26	60	172	596	45	211	25	267	101	23	56	1076	165	46	15	937	93	244
PF3D7_1450000	3193	5184	2013	847	673	1126	352	1841	2102	2149	275	607	816	2881	277	574	1822	2478	1523	208	312	773	2031	1713	402	609	1478	526	1727	509	874	210	1123	1511	320	269	2635	1586	350	178	3359	757	2428
PF3D7_0300600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1443900	272	946	172	197	84	31	114	137	114	296	36	276	5	96	47	9	181	268	141	24	158	131	184	23	330	26	138	333	497	31	689	95	828	65	17	152	1750	260	39	11	233	82	156
PF3D7_1222800	1	2	3	0	0	0	0	0	0	1	1	0	0	0	0	0	2	4	0	0	1	1	3	0	0	2	0	0	0	0	0	0	0	0	1	0	6	2	0	0	0	0	0
PF3D7_1470100	118	1464	65	118	12	18	136	34	81	166	34	172	3	46	27	4	63	57	33	12	119	95	352	12	238	17	19	159	829	4	375	45	321	2	18	74	1125	105	17	9	416	44	27
PF3D7_0519700	14230	37061	8619	3859	3596	7884	1712	8879	9573	12046	770	1853	3678	10584	1598	3376	8652	16747	8665	794	1012	2799	14222	11087	1910	4033	6534	2168	5142	2415	2734	693	3824	4959	1444	962	15336	7416	1188	561	20561	3821	8301
PF3D7_1469700	11	14	0	1	0	2	2	3	2	2	0	2	0	0	0	0	7	8	3	0	2	0	2	1	0	4	1	0	3	1	1	0	5	0	4	0	4	4	3	0	1	3	0
PF3D7_1455700	17	14	5	12	9	14	4	18	13	13	3	4	0	1	19	8	21	54	15	2	0	7	15	1	1	13	8	1	36	8	2	0	2	3	6	1	1	14	15	1	2	16	0
PF3D7_1132100	39	110	30	10	3	6	5	15	17	13	1	9	5	27	5	2	23	26	25	1	1	3	12	6	0	3	8	1	4	6	0	2	4	7	10	5	12	17	13	3	3	10	3
PF3D7_0532200	1429	3886	1404	354	229	53	51	28	1064	1966	189	176	19	932	111	109	252	527	678	76	142	544	181	63	155	27	206	694	1106	119	426	97	968	272	92	121	2675	456	170	52	3442	209	303
PF3D7_0508700	4450	6079	3894	1502	729	1484	626	1614	2917	3042	229	328	608	3021	440	212	1947	2205	2035	136	419	882	3165	1497	550	537	796	637	1683	356	765	214	762	1061	219	278	3907	1434	170	39	2334	574	2937
PF3D7_1227400	1926	4402	2007	735	251	410	319	946	1129	1532	214	584	237	1588	208	141	698	1101	775	113	453	512	1782	488	853	262	674	684	1393	184	634	205	896	512	132	284	4015	958	165	53	1610	307	1154
PF3D7_1126200	19710	72120	10999	8869	4828	3048	3886	10620	14463	20618	2165	2372	1544	11348	1432	952	8277	15952	6891	1336	2753	5471	26147	7128	4577	1886	4020	6270	14908	1002	5742	1259	10963	4272	911	1892	47649	10863	1231	645	41612	2382	14230
PF3D7_1242500	6	11	0	1	2	1	1	2	2	3	0	3	0	0	5	3	11	9	7	0	1	2	3	0	0	4	0	0	6	2	1	0	40	0	1	0	13	4	2	2	4	3	0
PF3D7_0806700	4347	11526	2315	2275	636	571	846	1241	2375	4297	380	685	199	3361	294	62	1350	1157	1016	256	509	1214	4012	478	769	158	619	883	3140	239	1972	383	1735	1145	188	578	7080	1922	226	141	3176	270	2105
PF3D7_0911100	264	517	180	26	248	742	17	276	246	123	4	11	46	42	221	502	207	1885	82	5	14	78	32	84	6	28	74	4	146	63	9	0	4	223	37	1	2	47	41	21	41	115	25
PF3D7_0303500	38	79	33	12	11	11	2	31	26	32	5	10	0	3	26	19	42	42	14	3	5	16	16	6	29	8	8	10	84	8	41	39	10	3	15	60	407	9	16	1	11	14	0
PF3D7_0422800	51	30	36	8	5	34	4	42	15	32	0	12	3	71	6	1	59	17	17	1	0	7	7	9	2	10	8	1	21	5	2	0	1	12	13	1	10	17	25	3	3	3	7
PF3D7_0926300	46	119	38	26	18	20	8	19	10	23	3	12	7	32	27	17	44	100	23	1	3	6	24	24	16	35	9	5	19	4	9	0	6	5	10	5	45	37	10	1	16	12	13
PF3D7_1436400	87	443	51	59	27	133	21	132	56	101	12	29	83	59	16	24	122	67	72	4	36	43	93	162	33	67	42	52	62	23	65	15	51	53	9	25	271	34	26	5	142	36	20
PF3D7_1215600	3	0	0	0	3	1	0	0	1	1	1	2	0	0	2	0	7	16	0	0	0	0	2	0	1	1	0	3	6	0	0	2	1	0	0	2	17	0	0	0	0	4	0
PF3D7_0808700	61	297	472	11	12	21	61	43	71	66	20	40	6	151	22	14	61	45	79	1	4	47	58	12	23	7	55	15	228	0	70	10	1050	16	8	24	129	11	22	81	7	7	34
PF3D7_1444700	22	43	15	14	13	27	3	110	35	47	3	2	14	20	7	18	61	42	71	1	1	5	49	39	2	24	12	0	4	21	7	1	0	15	7	3	36	24	5	2	8	21	52
PF3D7_1209600	16	22	6	3	5	9	1	4	8	3	0	0	0	0	5	3	16	71	7	0	0	1	3	0	0	5	4	1	12	6	1	0	1	1	5	2	6	4	4	1	0	1	0
PF3D7_0523800	10739	12187	6925	3272	2160	2435	1077	6143	6179	6096	590	1278	2100	8053	1130	1473	5407	8632	5314	690	512	2339	7233	5763	701	2232	3424	735	4224	1937	2089	418	2326	3359	1264	550	4542	4733	834	456	8841	1557	7320
PF3D7_1459700	10	12	5	2	1	4	0	7	1	2	2	2	2	4	1	1	5	12	9	0	0	1	2	5	2	1	4	1	3	2	3	0	1	1	3	0	6	3	3	0	6	3	1
PF3D7_1409000	2591	7080	1610	824	426	226	492	1060	955	2035	229	438	72	1210	135	9	825	989	560	104	225	808	3570	226	381	54	257	331	1264	93	833	105	800	729	95	174	2398	1088	146	68	3100	132	1107
PF3D7_1028900	23	8	17	3	13	59	1	34	41	10	1	3	1	0	25	20	40	191	8	0	1	6	4	4	0	3	5	0	19	8	2	1	2	2	3	0	1	4	6	1	0	10	0
PF3D7_1447100	1396	4248	814	302	191	315	155	664	803	1019	82	82	112	631	53	15	404	576	471	17	145	194	1088	313	132	69	239	299	347	35	152	47	258	247	30	52	1321	276	51	17	856	151	569
PF3D7_1366000	44	612	38	14	28	33	15	55	61	111	15	32	13	52	8	16	39	104	67	2	6	27	183	44	19	25	12	31	79	7	38	14	55	43	5	20	212	61	15	9	213	37	78
PF3D7_1026000	178	1027	700	1174	324	286	138	3132	137	442	166	551	56	366	51	74	373	52	998	120	1217	505	928	137	1420	123	797	1737	1266	179	957	452	492	1326	6	551	8001	1163	61	18	1257	733	2577
PF3D7_0919800	4374	6264	2269	864	595	919	453	1519	1868	2111	111	156	436	2520	306	142	1446	2069	1152	100	121	521	2397	982	76	199	582	82	715	268	282	73	38	864	185	110	728	1081	241	58	2149	272	1251
PF3D7_0205000	14	31	6	5	3	6	2	2	8	8	1	1	1	7	2	1	10	5	5	0	1	0	13	1	0	5	1	1	6	3	2	0	2	0	3	1	7	6	3	0	7	3	0
PF3D7_1354200	424	1599	271	157	74	90	85	178	252	428	64	184	20	258	64	10	159	305	126	8	158	138	423	48	194	20	54	243	452	31	276	67	315	68	17	77	1346	78	25	8	553	87	75
PF3D7_1353200	38968	105699	8582	11539	5385	3578	6272	6936	14043	22601	5561	4523	872	16386	1404	137	10786	10697	5291	1067	2523	8948	15641	2925	5255	1083	2596	7536	35651	2076	11835	1526	26542	6105	1165	2216	47773	10734	2834	1683	57446	2513	22172
PF3D7_0700300	6	2	0	5	0	0	0	7	2	0	0	3	0	0	2	1	6	3	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	4	1	0	1	0
PF3D7_0610800	25995	45675	18008	10431	6823	7884	3585	17279	17060	20702	2674	4175	3733	20810	3175	4148	14420	26604	15294	2010	1821	6799	24199	12754	3362	5924	8189	3388	12611	3782	7343	1580	8221	10212	3132	2372	22988	15111	4514	1674	32718	4162	21436
PF3D7_0914300	2686	3690	1718	838	381	395	371	617	1387	2073	165	202	168	1786	218	28	798	1026	711	133	189	572	2994	369	342	94	375	376	1014	109	522	98	672	455	140	142	1919	748	101	46	4220	179	1064
PF3D7_1005200	1	2	8	0	0	1	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0
PF3D7_0605000	11	23	10	3	0	1	1	2	1	2	0	0	1	0	0	2	10	10	3	2	1	2	1	0	0	2	4	0	6	0	1	1	1	4	5	1	10	2	3	1	1	7	1
PF3D7_0410900	719	1889	494	365	123	146	203	161	430	792	64	210	14	409	60	22	214	121	137	21	298	222	635	37	519	13	45	552	1460	24	605	120	829	184	42	193	3289	140	17	6	700	65	189
PF3D7_1113700	1316	4771	429	392	177	164	222	251	662	1456	143	151	75	521	87	12	329	392	242	47	78	289	1030	213	148	35	82	280	646	64	219	52	578	289	58	76	1639	369	129	45	1376	50	508
PF3D7_1108800	3	20	3	2	0	2	0	3	2	1	0	2	0	4	0	0	0	3	0	0	9	0	4	0	2	2	0	3	2	0	2	1	7	5	1	0	21	3	0	0	10	2	8
PF3D7_1129400	6786	16197	4719	2632	718	790	1250	964	3631	5114	434	807	140	4048	379	40	1934	1282	1033	163	1085	1342	5643	397	1602	126	404	1698	4837	197	1970	391	2651	819	194	611	9886	1196	159	105	7730	440	1419
PF3D7_1215000	1	3	1	0	0	1	0	2	1	3	2	0	0	0	6	0	2	12	2	0	0	0	3	1	0	3	0	1	5	1	1	1	0	0	2	0	8	1	0	1	0	4	0
PF3D7_0607000	12826	9935	7010	4374	2585	2619	1962	5565	7889	6181	731	995	953	8436	762	741	5106	4276	5065	425	1038	2555	4721	3061	1675	1204	2090	1741	4671	1160	1865	507	3186	2196	484	704	9492	3176	606	220	3463	1360	9464
PF3D7_0519600	782	1834	298	292	82	89	139	196	268	614	79	135	28	490	58	3	239	362	229	38	198	221	769	46	231	18	114	279	798	39	553	115	551	135	36	141	2451	185	23	12	993	70	384
PF3D7_1460600	38	69	25	7	40	52	5	76	94	17	1	8	6	14	66	60	60	398	12	2	6	4	51	16	1	7	19	1	81	8	1	2	4	4	0	0	33	4	11	3	29	29	4
PF3D7_1321700	703	1286	986	479	271	282	327	594	795	511	117	162	74	621	76	35	394	775	670	116	108	379	485	197	144	65	312	114	341	76	197	57	364	257	89	68	608	569	194	45	442	99	752
PF3D7_0820000	14380	16891	5917	4393	1493	1386	1398	3523	4421	6138	556	957	439	8032	428	222	3493	3384	2639	375	1438	1910	6458	1477	2010	640	2236	1642	5981	686	3526	699	2868	2165	289	1062	13566	2898	342	170	5636	912	4984
PF3D7_0623900	145	98	146	38	67	376	8	209	82	143	4	15	123	69	10	67	109	139	489	2	6	24	78	304	65	119	60	38	109	56	70	13	16	67	22	12	161	94	81	7	27	78	37
PF3D7_0311900	35	250	6	16	2	2	6	10	3	41	7	3	0	17	6	3	10	18	8	1	22	7	15	0	19	5	2	9	48	2	32	5	9	0	6	3	170	2	4	1	17	8	0
PF3D7_1372900	2	2	1	0	0	5	1	1	0	0	0	0	0	1	0	0	1	6	5	0	2	0	0	0	0	0	1	0	0	0	0	0	16	0	0	0	0	0	1	0	2	0	0
PF3D7_0905600	20	52	6	4	2	12	2	7	3	8	0	11	0	0	2	9	26	30	16	3	0	6	4	1	3	2	5	0	8	1	1	0	1	2	5	0	4	6	10	2	0	10	0
PF3D7_1437700	47	26	32	26	2	23	5	28	20	27	2	11	8	23	9	9	51	43	52	0	1	11	19	26	4	4	9	0	26	13	15	8	4	16	22	8	104	35	19	2	2	9	10
PF3D7_1307100	2466	6058	1403	997	435	678	293	1310	1556	1863	118	212	353	2070	218	83	1203	1273	1092	111	300	448	2778	702	393	248	702	338	947	211	802	125	671	563	129	207	2472	990	118	65	2936	290	1742
PF3D7_1110300	1904	3581	1344	526	439	299	215	1059	1138	1615	101	146	432	947	182	601	960	2063	1232	99	211	370	2256	1003	301	395	373	252	664	196	327	73	320	330	131	128	2346	924	88	46	2280	379	1499
PF3D7_0532400	100	278	520	59	593	677	319	92	60	56	419	2485	10	19	33	116	318	87	270	2	6912	968	66	38	9488	20	15	7645	5822	11	1221	1391	3295	1	3	2118	39944	207	12	14	40	1271	38
PF3D7_0527500	10253	12569	6501	3863	1783	3142	1055	3870	5880	4359	425	1146	892	5381	686	1478	3430	11114	8443	543	427	2431	3960	3330	403	1402	1615	664	2425	1059	1455	334	2240	2642	1060	473	5452	2957	1277	510	3945	1333	6443
PF3D7_0620600	550	419	181	91	15	156	41	117	184	192	5	31	22	530	21	0	200	73	130	9	13	57	172	24	25	6	84	13	109	11	32	3	50	100	19	5	140	99	73	13	84	48	70
PF3D7_1413400	15	26	7	7	2	7	4	11	12	10	1	13	0	0	10	1	30	46	11	3	4	4	8	0	3	16	2	3	14	2	2	2	4	3	14	0	43	13	15	1	0	5	0
PF3D7_1214700	54	392	42	36	6	3	17	13	30	57	6	31	0	38	4	0	24	23	13	4	15	27	80	2	21	1	7	41	84	1	55	5	47	19	1	15	206	18	2	1	51	5	2
PF3D7_1327000	740	1980	603	273	91	69	112	164	516	621	63	110	30	713	9	5	278	203	124	33	157	226	673	33	212	12	43	228	749	21	374	81	296	86	42	94	1254	148	30	26	697	76	281
PF3D7_0716300	251	664	220	73	33	218	52	239	133	481	45	169	103	124	108	37	162	281	207	12	178	131	135	244	323	40	90	249	582	75	520	155	373	105	41	247	2888	174	41	8	297	83	66
PF3D7_1426600	28	49	21	10	6	22	1	32	24	26	2	4	8	88	10	5	28	33	29	2	3	7	4	16	3	8	11	0	32	8	4	1	7	16	2	4	13	17	11	3	8	8	10
PF3D7_0210400	3	8	0	1	0	1	0	3	1	1	1	1	0	0	1	0	5	11	2	0	1	3	2	0	4	1	1	24	7	0	9	0	13	0	0	1	70	1	1	0	3	1	0
PF3D7_0920800	17638	22215	2646	5138	2871	1977	2116	5281	7907	10538	1210	2022	747	10758	894	128	8567	14063	4612	1151	1413	2919	14727	2845	2659	987	2966	2654	9170	548	4146	778	6129	4120	1007	1099	14701	5197	1372	495	16537	1153	7132
PF3D7_1250000	2917	9764	1365	735	340	611	434	990	1455	2178	91	168	202	1530	169	41	958	1725	755	103	230	315	2962	683	273	150	400	386	766	66	395	85	438	413	49	135	2553	677	99	24	2293	252	1065
PF3D7_1418500	3	4	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PF3D7_1009200	4077	6690	2799	1486	790	1132	463	2209	2676	3126	352	549	569	2592	305	219	1750	3209	2170	269	284	935	3265	1433	296	433	1010	450	1620	515	749	146	807	1641	472	242	2462	2037	589	203	3201	424	2560
PF3D7_0921900	4365	9886	3440	1250	728	915	640	1707	2372	2168	105	227	485	2445	275	256	1747	3079	1809	128	557	698	4184	1610	738	352	544	890	1360	189	621	139	839	356	92	151	4869	1103	76	32	3846	539	2129
PF3D7_1463300	14	13	26	5	1	6	2	7	8	12	2	4	1	1	6	6	20	23	9	0	4	6	4	0	0	8	5	0	7	1	6	0	0	0	8	3	3	6	4	0	2	3	1
PF3D7_0318400	14	39	1	5	7	1	3	6	7	8	1	5	3	3	2	3	23	22	6	9	0	0	5	0	1	6	7	0	9	3	2	0	4	1	6	0	1	4	5	0	1	5	3
PF3D7_1321100	298	918	134	74	65	46	24	63	253	138	12	59	2	89	126	88	219	384	89	12	90	32	154	9	121	16	21	17	416	47	43	4	21	41	17	16	61	100	31	11	82	116	47
PF3D7_1361300	18	6	15	3	2	2	1	5	11	2	2	5	0	10	2	1	1	5	7	1	6	2	11	4	5	3	2	2	4	2	3	0	6	1	4	1	6	2	1	0	9	6	16
PF3D7_1252900	1918	5210	1618	667	420	984	203	3578	1032	2887	89	98	687	1704	322	200	2146	3020	1627	268	34	485	2650	2051	46	1436	1851	9	29	522	36	198	1	2307	169	285	38	2416	377	86	1634	1387	5824
PF3D7_1244800	5250	12584	2082	1560	502	598	883	856	1770	2852	256	349	128	3964	342	32	1193	1506	1350	95	445	828	4901	434	708	117	470	856	2494	185	904	153	986	769	136	217	4845	1085	166	47	4477	298	1140
PF3D7_1020100	2	5	1	2	0	3	1	5	1	2	0	1	0	0	2	3	5	15	2	0	0	0	0	1	0	1	2	0	2	0	1	0	0	0	0	1	1	1	2	0	0	1	0
PF3D7_0622600	0	24	1	2	0	0	1	1	2	3	1	0	0	1	2	0	3	18	1	0	0	2	2	0	1	0	1	0	6	2	6	1	1	0	0	3	16	0	3	0	3	2	0
PF3D7_0525000	74	189	196	1091	319	667	67	1091	78	115	430	2392	9	214	75	29	343	105	643	148	602	883	196	16	884	19	571	390	603	75	790	507	18	933	14	643	1634	956	106	57	294	236	877
PF3D7_0732500	2	3	1	5	2	3	0	0	2	3	1	3	0	0	0	0	7	8	2	0	0	0	3	1	7	1	1	0	1	3	0	0	4	0	4	0	0	4	2	0	6	1	0
PF3D7_1335300	177	333	34	41	31	73	29	38	109	58	4	24	4	46	32	84	85	574	20	3	11	19	112	22	15	14	19	21	80	16	27	1	11	37	16	7	33	26	20	1	122	34	14
PF3D7_0207000	39	26	13	2	41	27	4	38	87	15	1	3	1	0	128	52	78	693	13	1	14	7	3	0	4	5	15	0	133	22	1	1	1	1	2	0	3	3	14	0	1	43	0
PF3D7_0412300	223	414	4	103	12	5	34	80	142	94	16	52	10	156	17	1	70	135	68	5	16	51	245	22	46	8	19	51	136	25	91	21	93	52	7	28	202	65	28	12	381	23	81
PF3D7_1433400	953	3144	1070	571	232	225	335	199	860	641	190	662	11	449	280	62	394	519	186	21	668	613	448	25	1433	60	76	1494	3049	68	2665	1079	2119	133	52	1528	11970	208	69	21	500	243	3274
PF3D7_1473600	0	15	0	0	2	3	0	3	1	4	1	2	0	1	0	0	9	4	3	0	1	1	1	0	0	0	0	1	1	0	4	0	3	0	0	0	7	1	2	0	2	0	1
PF3D7_1006900	981	3041	483	356	115	115	126	325	530	637	90	202	37	603	58	7	232	284	190	38	133	206	1242	103	174	18	97	138	414	41	243	49	173	210	36	69	1130	214	48	18	1264	71	395
PF3D7_1014800	18	102	8	4	3	1	1	2	12	2	0	1	0	3	3	5	18	10	9	0	2	1	4	0	0	10	3	2	4	4	0	0	2	4	6	0	2	1	8	4	1	3	1
PF3D7_1471900	1245	4745	799	691	216	76	252	465	661	1613	50	97	100	828	99	13	328	694	760	115	99	428	2314	225	217	81	270	163	416	137	316	41	199	486	70	60	1213	1009	46	25	1544	140	811
PF3D7_1026600	1323	1063	1436	201	733	6422	113	556	1886	1014	20	32	988	647	230	2312	1069	1842	715	18	25	517	328	2702	49	1025	656	13	130	243	50	58	16	315	75	73	136	150	104	20	389	902	274
PF3D7_0107600	19	71	79	11	5	27	8	30	20	33	2	7	1	17	2	6	30	40	72	2	1	6	8	4	7	21	3	4	12	5	9	1	5	14	13	2	9	29	17	1	4	6	6
PF3D7_0922100	18705	32243	13619	5108	3411	5962	2700	8400	11763	13264	596	880	3358	12795	1884	2613	8050	11541	10558	671	1296	3254	13672	9449	1802	3420	3644	2466	5969	1589	2805	809	4449	3969	796	1203	17177	6490	538	231	9010	3045	11104
PF3D7_1471000	1810	7188	1969	614	237	354	410	538	1043	1884	141	288	133	1467	182	54	569	987	677	115	250	482	1974	313	256	128	310	385	1203	93	608	115	497	582	204	149	2400	759	133	60	2995	151	651
